ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPassword,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,TotalDonations
isabella.torres609@community.org,Isabella,Torres,10/21/05 0:00,participant,participant123,801-257-6478,Ogden,UT,84799,Startup Lab,Arts,
oliver.davis610@studentmail.org,Oliver,Davis,3/20/99 0:00,participant,participant123,801-996-7266,Salt Lake City,UT,84650,BYU,Both,
mia.lee611@studentmail.org,Mia,Lee,6/8/01 0:00,participant,participant123,801-914-4617,Lehi,UT,84515,Westview High,Both,44.84
james.lewis612@ellarises.org,James,Lewis,4/27/01 0:00,participant,participant123,801-496-7460,West Jordan,UT,84443,North Summit High,Arts,
abigail.walker613@ellarises.org,Abigail,Walker,4/3/09 0:00,participant,participant123,801-287-7529,Bountiful,UT,84269,SLCC,Both,
sofia.rodriguez614@community.org,Sofia,Rodriguez,8/3/10 0:00,participant,participant123,801-604-4212,Sandy,UT,84500,Local Library,Both,328.66
mason.thomas615@studentmail.org,Mason,Thomas,4/3/05 0:00,participant,participant123,801-995-8046,Ogden,UT,84273,Tech Apprenticeship,Both,22.43
emily.davis616@community.org,Emily,Davis,3/12/05 0:00,participant,participant123,801-556-4120,Taylorsville,UT,84375,UVU,Both,142.61
sophia.martin617@studentmail.org,Sophia,Martin,11/18/07 0:00,participant,participant123,801-652-3389,Draper,UT,84632,Westview High,STEM,165.8
nora.white618@studentmail.org,Nora,White,6/15/03 0:00,participant,participant123,801-957-1893,Ogden,UT,84116,Local Library,STEM,
aurora.smith619@learners.net,Aurora,Smith,7/6/98 0:00,participant,participant123,801-660-8719,Logan,UT,84313,UVU,STEM,552.41
sebastian.wilson620@studentmail.org,Sebastian,Wilson,10/31/08 0:00,participant,participant123,801-464-9991,Pleasant Grove,UT,84769,Local Library,Both,450.36
aria.johnson621@community.org,Aria,Johnson,5/8/99 0:00,participant,participant123,801-461-3790,Pleasant Grove,UT,84045,BYU,STEM,1387.42
paisley.brown622@community.org,Paisley,Brown,11/14/12 0:00,participant,participant123,801-597-5445,Salt Lake City,UT,84069,Community Center,Both,53.45
natalie.miller623@ellarises.org,Natalie,Miller,3/9/03 0:00,participant,participant123,801-864-7332,Murray,UT,84889,SLCC,Both,
elizabeth.lee624@community.org,Elizabeth,Lee,4/9/08 0:00,participant,participant123,801-403-9202,Ogden,UT,84191,Cafe Rio,Both,210.37
emma.williams625@studentmail.org,Emma,Williams,10/28/06 0:00,participant,participant123,801-541-9027,Pleasant Grove,UT,84313,Art Studio,STEM,
emma.thompson626@learners.net,Emma,Thompson,3/30/09 0:00,participant,participant123,801-509-4869,Draper,UT,84641,BYU,STEM,
eleanor.harris627@ellarises.org,Eleanor,Harris,10/24/06 0:00,participant,participant123,801-355-6599,Layton,UT,84231,Tech Apprenticeship,STEM,
emily.harris628@studentmail.org,Emily,Harris,7/26/07 0:00,participant,participant123,801-786-3502,Taylorsville,UT,84247,BYU,Both,
skylar.lewis629@studentmail.org,Skylar,Lewis,5/5/13 0:00,participant,participant123,801-341-9869,Sandy,UT,84669,Retail Store,STEM,332.85
camila.martin630@studentmail.org,Camila,Martin,9/19/12 0:00,participant,participant123,801-988-3378,Taylorsville,UT,84931,Startup Lab,Both,
lily.lee631@ellarises.org,Lily,Lee,4/23/14 0:00,participant,participant123,801-525-3384,Logan,UT,84189,Westview High,Arts,
noah.clark632@learners.net,Noah,Clark,5/29/01 0:00,participant,participant123,801-852-5485,Riverton,UT,84764,Retail Store,STEM,
mila.rodriguez633@studentmail.org,Mila,Rodriguez,8/2/11 0:00,participant,participant123,801-826-5372,Salt Lake City,UT,84781,Local Library,Both,199.23
camila.allen635@community.org,Camila,Allen,8/17/08 0:00,participant,participant123,801-596-9051,Draper,UT,84189,North Summit High,STEM,28.92
nora.wilson637@ellarises.org,Nora,Wilson,6/5/13 0:00,participant,participant123,801-649-9027,Orem,UT,84950,UVU,Arts,259.82
addison.ramirez638@community.org,Addison,Ramirez,2/25/14 0:00,participant,participant123,801-952-7232,Provo,UT,84623,UVU,Arts,325.41
sebastian.king639@ellarises.org,Sebastian,King,12/14/98 0:00,participant,participant123,801-662-8485,Pleasant Grove,UT,84112,Startup Lab,STEM,426.15
michael.wright640@community.org,Michael,Wright,2/23/12 0:00,participant,participant123,801-596-9456,Provo,UT,84572,Westview High,STEM,
savannah.lewis641@community.org,Savannah,Lewis,9/25/01 0:00,participant,participant123,801-492-8558,Murray,UT,84793,SLCC,Arts,164.86
charlotte.king642@studentmail.org,Charlotte,King,1/11/00 0:00,participant,participant123,801-861-8400,Riverton,UT,84850,Art Studio,Both,
ella.lopez643@studentmail.org,Ella,Lopez,7/24/98 0:00,participant,participant123,801-531-8387,Bountiful,UT,84424,North Summit High,Arts,212.51
nora.robinson644@ellarises.org,Nora,Robinson,2/10/14 0:00,participant,participant123,801-908-3686,Layton,UT,84332,Art Studio,STEM,99.81
emily.davis645@community.org,Emily,Davis,4/21/14 0:00,participant,participant123,801-736-7292,Draper,UT,84088,Retail Store,Both,
lily.harris646@community.org,Lily,Harris,9/7/10 0:00,participant,participant123,801-374-6491,Provo,UT,84787,Community Center,Both,
scarlett.hernandez647@studentmail.org,Scarlett,Hernandez,5/31/07 0:00,participant,participant123,801-929-1840,Orem,UT,84788,BYU,Arts,901.21
lucas.jackson648@studentmail.org,Lucas,Jackson,1/29/98 0:00,participant,participant123,801-334-4323,Logan,UT,84921,Local Library,Arts,
olivia.robinson649@community.org,Olivia,Robinson,5/3/03 0:00,participant,participant123,801-205-9084,Spanish Fork,UT,84557,Valley Charter,Both,
jack.robinson650@community.org,Jack,Robinson,6/28/03 0:00,participant,participant123,801-815-1107,Riverton,UT,84082,Startup Lab,Both,
penelope.flores651@studentmail.org,Penelope,Flores,8/26/12 0:00,participant,participant123,801-351-1902,Provo,UT,84190,UVU,STEM,374.45
aria.williams652@learners.net,Aria,Williams,6/11/00 0:00,participant,participant123,801-289-1803,Lehi,UT,84943,SLCC,STEM,47.69
lily.jackson653@studentmail.org,Lily,Jackson,10/21/98 0:00,participant,participant123,801-792-6901,Riverton,UT,84768,East Ridge Middle,Arts,
claire.white654@community.org,Claire,White,7/26/04 0:00,participant,participant123,801-637-2063,Ogden,UT,84777,Mountain View High,STEM,84.87
avery.moore655@learners.net,Avery,Moore,8/10/13 0:00,participant,participant123,801-737-4438,Pleasant Grove,UT,84424,Valley Charter,Both,97.95
amelia.miller656@ellarises.org,Amelia,Miller,7/31/07 0:00,participant,participant123,801-905-5705,Spanish Fork,UT,84742,Local Library,Arts,82.69
lucy.king657@learners.net,Lucy,King,8/28/09 0:00,participant,participant123,801-776-9132,St. George,UT,84630,Art Studio,Both,
jackson.young658@studentmail.org,Jackson,Young,1/13/98 0:00,participant,participant123,801-497-4171,West Jordan,UT,84726,East Ridge Middle,STEM,200.87
theodore.davis659@studentmail.org,Theodore,Davis,11/4/05 0:00,participant,participant123,801-246-6468,Taylorsville,UT,84424,Cafe Rio,Both,375.65
hannah.smith660@studentmail.org,Hannah,Smith,9/25/04 0:00,participant,participant123,801-269-6042,Murray,UT,84261,Cafe Rio,Both,26.71
claire.smith661@ellarises.org,Claire,Smith,12/9/01 0:00,participant,participant123,801-605-1477,Lehi,UT,84350,Valley Charter,Arts,
violet.walker662@community.org,Violet,Walker,6/26/01 0:00,participant,participant123,801-339-8888,Provo,UT,84662,Tech Apprenticeship,Arts,
sebastian.perez663@community.org,Sebastian,Perez,9/8/09 0:00,participant,participant123,801-960-1917,Taylorsville,UT,84951,BYU,Both,92.89
aaliyah.scott664@ellarises.org,Aaliyah,Scott,12/6/05 0:00,participant,participant123,801-901-6434,Sandy,UT,84592,East Ridge Middle,STEM,726.3
penelope.johnson665@learners.net,Penelope,Johnson,10/22/10 0:00,participant,participant123,801-747-3719,Bountiful,UT,84642,Local Library,Arts,
riley.hill666@ellarises.org,Riley,Hill,2/3/04 0:00,participant,participant123,801-522-1518,Murray,UT,84723,SLCC,STEM,
jackson.thomas667@learners.net,Jackson,Thomas,10/11/09 0:00,participant,participant123,801-509-4541,Riverton,UT,84850,BYU,STEM,467.43
ella.white668@ellarises.org,Ella,White,5/8/09 0:00,participant,participant123,801-294-8270,Sandy,UT,84936,Westview High,Arts,
mateo.martinez669@studentmail.org,Mateo,Martinez,12/17/04 0:00,participant,participant123,801-695-9579,Lehi,UT,84946,Retail Store,Arts,
aria.miller670@studentmail.org,Aria,Miller,9/11/06 0:00,participant,participant123,801-237-8526,Sandy,UT,84742,Art Studio,Both,269.97
ella.smith671@learners.net,Ella,Smith,6/23/05 0:00,participant,participant123,801-808-2426,Provo,UT,84704,Mountain View High,STEM,
mila.king672@learners.net,Mila,King,4/30/12 0:00,participant,participant123,801-976-6114,Salt Lake City,UT,84592,Startup Lab,STEM,
claire.gonzalez673@studentmail.org,Claire,Gonzalez,11/23/07 0:00,participant,participant123,801-745-6228,Murray,UT,84284,Tech Apprenticeship,STEM,
paisley.martinez674@studentmail.org,Paisley,Martinez,4/18/00 0:00,participant,participant123,801-215-9422,Layton,UT,84118,Valley Charter,Both,
kennedy.scott675@learners.net,Kennedy,Scott,11/16/10 0:00,participant,participant123,801-921-5641,Layton,UT,84145,Valley Charter,STEM,
evelyn.martin676@learners.net,Evelyn,Martin,7/23/08 0:00,participant,participant123,801-333-1475,Riverton,UT,84052,Startup Lab,Both,756.04
charlotte.miller677@community.org,Charlotte,Miller,1/6/02 0:00,participant,participant123,801-636-7421,Provo,UT,84089,Art Studio,Both,246.69
lucas.flores678@learners.net,Lucas,Flores,10/6/99 0:00,participant,participant123,801-402-9740,Murray,UT,84341,Startup Lab,Arts,
sofia.garcia679@community.org,Sofia,Garcia,7/21/08 0:00,participant,participant123,801-517-8625,Logan,UT,84467,Valley Charter,STEM,
aria.flores680@learners.net,Aria,Flores,4/14/05 0:00,participant,participant123,801-387-6412,Draper,UT,84402,Mountain View High,Arts,
sophia.jones681@community.org,Sophia,Jones,10/31/01 0:00,participant,participant123,801-690-8556,Logan,UT,84360,BYU,Arts,
evelyn.martin683@community.org,Evelyn,Martin,12/5/11 0:00,participant,participant123,801-623-4908,Bountiful,UT,84605,Valley Charter,Both,826.27
lily.walker684@community.org,Lily,Walker,10/7/07 0:00,participant,participant123,801-413-8063,Ogden,UT,84349,Local Library,Arts,
ethan.thomas685@studentmail.org,Ethan,Thomas,7/25/00 0:00,participant,participant123,801-928-8972,Ogden,UT,84758,Local Library,Both,19.52
theodore.lee686@ellarises.org,Theodore,Lee,7/25/99 0:00,participant,participant123,801-515-7648,Riverton,UT,84181,Local Library,STEM,
leah.lee687@community.org,Leah,Lee,1/10/11 0:00,participant,participant123,801-422-3276,Provo,UT,84093,Startup Lab,Both,104.76
ava.martinez688@studentmail.org,Ava,Martinez,10/22/11 0:00,participant,participant123,801-498-7389,Riverton,UT,84545,Local Library,Arts,165.11
nora.wilson689@learners.net,Nora,Wilson,10/2/07 0:00,participant,participant123,801-895-5989,Murray,UT,84584,Art Studio,Arts,
emily.nguyen690@ellarises.org,Emily,Nguyen,5/27/99 0:00,participant,participant123,801-330-5819,Pleasant Grove,UT,84414,UVU,Both,
charlotte.smith691@learners.net,Charlotte,Smith,4/12/03 0:00,participant,participant123,801-488-1510,Logan,UT,84882,SLCC,Both,
james.lee692@community.org,James,Lee,9/27/02 0:00,participant,participant123,801-645-9931,Bountiful,UT,84391,Tech Apprenticeship,STEM,
jack.rodriguez693@studentmail.org,Jack,Rodriguez,6/17/01 0:00,participant,participant123,801-568-7835,Bountiful,UT,84864,BYU,Both,1085.88
sofia.rodriguez694@ellarises.org,Sofia,Rodriguez,3/7/14 0:00,participant,participant123,801-216-3359,Ogden,UT,84664,Startup Lab,Arts,
william.rodriguez695@ellarises.org,William,Rodriguez,8/6/13 0:00,participant,participant123,801-625-8471,St. George,UT,84658,Local Library,Arts,1070.26
riley.robinson696@community.org,Riley,Robinson,3/3/02 0:00,participant,participant123,801-563-4698,Riverton,UT,84394,SLCC,Both,
ava.torres697@community.org,Ava,Torres,3/20/07 0:00,participant,participant123,801-713-5411,West Jordan,UT,84730,Startup Lab,Both,47.4
natalie.williams698@ellarises.org,Natalie,Williams,1/6/11 0:00,participant,participant123,801-577-2854,Spanish Fork,UT,84722,Mountain View High,Both,
abigail.martinez699@learners.net,Abigail,Martinez,9/7/11 0:00,participant,participant123,801-280-9574,Riverton,UT,84530,East Ridge Middle,STEM,51.74
jack.jones700@learners.net,Jack,Jones,3/30/98 0:00,participant,participant123,801-551-9765,Provo,UT,84926,Mountain View High,Arts,
daniel.walker701@learners.net,Daniel,Walker,10/4/01 0:00,participant,participant123,801-501-5738,Taylorsville,UT,84362,Westview High,Both,78.65
brooklyn.torres702@learners.net,Brooklyn,Torres,11/6/10 0:00,participant,participant123,801-684-3770,Provo,UT,84645,Westview High,Both,20.43
savannah.flores703@ellarises.org,Savannah,Flores,5/4/09 0:00,participant,participant123,801-284-3077,Murray,UT,84497,East Ridge Middle,Arts,
eleanor.rodriguez704@learners.net,Eleanor,Rodriguez,8/18/14 0:00,participant,participant123,801-463-1232,Layton,UT,84879,East Ridge Middle,Both,1814.98
layla.nguyen705@studentmail.org,Layla,Nguyen,9/19/13 0:00,participant,participant123,801-379-5280,Riverton,UT,84379,Valley Charter,Arts,26.09
riley.king706@ellarises.org,Riley,King,2/14/09 0:00,participant,participant123,801-348-3525,Lehi,UT,84087,Retail Store,Arts,
hazel.thomas707@community.org,Hazel,Thomas,3/22/99 0:00,participant,participant123,801-791-6653,Orem,UT,84216,Tech Apprenticeship,Arts,69.62
ella.brown708@studentmail.org,Ella,Brown,9/6/08 0:00,participant,participant123,801-687-5937,Riverton,UT,84409,Art Studio,Both,
madison.harris709@community.org,Madison,Harris,10/2/07 0:00,participant,participant123,801-348-9690,Spanish Fork,UT,84269,Westview High,Arts,24.75
lucas.harris710@learners.net,Lucas,Harris,12/1/09 0:00,participant,participant123,801-242-2595,Pleasant Grove,UT,84700,Tech Apprenticeship,Arts,
william.flores711@learners.net,William,Flores,9/23/03 0:00,participant,participant123,801-473-2610,Lehi,UT,84277,Tech Apprenticeship,Both,
james.robinson712@studentmail.org,James,Robinson,1/10/05 0:00,participant,participant123,801-545-3947,Sandy,UT,84533,Cafe Rio,STEM,
olivia.jones713@ellarises.org,Olivia,Jones,5/17/13 0:00,participant,participant123,801-737-2702,Taylorsville,UT,84101,Mountain View High,Arts,207.57
victoria.jackson714@learners.net,Victoria,Jackson,4/11/99 0:00,participant,participant123,801-224-2506,Sandy,UT,84035,Local Library,Both,741.73
hannah.hill715@ellarises.org,Hannah,Hill,6/7/06 0:00,participant,participant123,801-819-3128,Logan,UT,84089,Tech Apprenticeship,Both,519.26
riley.davis716@studentmail.org,Riley,Davis,4/29/12 0:00,participant,participant123,801-678-2240,Layton,UT,84302,Mountain View High,Arts,
elijah.lee717@learners.net,Elijah,Lee,5/27/99 0:00,participant,participant123,801-275-5543,Orem,UT,84800,SLCC,Arts,
skylar.brown718@learners.net,Skylar,Brown,1/11/09 0:00,participant,participant123,801-651-2137,Layton,UT,84183,Startup Lab,STEM,
james.lopez719@community.org,James,Lopez,11/25/02 0:00,participant,participant123,801-753-8065,Logan,UT,84148,Local Library,Both,227.99
mila.lewis720@learners.net,Mila,Lewis,10/25/10 0:00,participant,participant123,801-274-2153,Logan,UT,84036,Art Studio,Arts,103
lucas.johnson721@community.org,Lucas,Johnson,11/6/98 0:00,participant,participant123,801-855-1014,St. George,UT,84669,Tech Apprenticeship,Arts,
paisley.martinez722@learners.net,Paisley,Martinez,11/14/13 0:00,participant,participant123,801-203-9444,Bountiful,UT,84589,Retail Store,Arts,299.25
levi.ramirez723@community.org,Levi,Ramirez,8/16/06 0:00,participant,participant123,801-431-1054,Ogden,UT,84554,Art Studio,Arts,
avery.torres724@learners.net,Avery,Torres,3/29/99 0:00,participant,participant123,801-510-7563,Lehi,UT,84699,Tech Apprenticeship,Both,
emily.white725@learners.net,Emily,White,7/12/12 0:00,participant,participant123,801-670-5750,Ogden,UT,84862,Valley Charter,STEM,
mia.harris726@studentmail.org,Mia,Harris,2/23/12 0:00,participant,participant123,801-599-2749,Murray,UT,84713,Art Studio,Arts,
alexander.garcia727@community.org,Alexander,Garcia,7/27/98 0:00,participant,participant123,801-236-4163,Sandy,UT,84144,Art Studio,Both,
lillian.young728@community.org,Lillian,Young,3/17/09 0:00,participant,participant123,801-753-6041,Ogden,UT,84812,Cafe Rio,Arts,
emma.williams729@learners.net,Emma,Williams,2/4/07 0:00,participant,participant123,801-938-1701,Provo,UT,84346,East Ridge Middle,STEM,44.28
michael.robinson730@studentmail.org,Michael,Robinson,6/30/14 0:00,participant,participant123,801-273-1604,West Jordan,UT,84948,North Summit High,Arts,67.53
emma.walker731@ellarises.org,Emma,Walker,4/28/98 0:00,participant,participant123,801-864-3138,West Jordan,UT,84719,North Summit High,Both,214.56
charlotte.martin732@ellarises.org,Charlotte,Martin,5/21/00 0:00,participant,participant123,801-374-2047,Riverton,UT,84626,East Ridge Middle,Arts,
victoria.jones733@studentmail.org,Victoria,Jones,4/10/05 0:00,participant,participant123,801-955-7586,Taylorsville,UT,84346,East Ridge Middle,Both,
ethan.rodriguez734@learners.net,Ethan,Rodriguez,7/11/05 0:00,participant,participant123,801-246-3841,Sandy,UT,84783,East Ridge Middle,STEM,208.29
penelope.martinez735@community.org,Penelope,Martinez,11/3/07 0:00,participant,participant123,801-578-3703,Orem,UT,84714,Valley Charter,Both,23.54
mia.rodriguez736@ellarises.org,Mia,Rodriguez,12/3/08 0:00,participant,participant123,801-361-1256,Bountiful,UT,84797,East Ridge Middle,STEM,148.42
ava.lopez737@ellarises.org,Ava,Lopez,7/12/13 0:00,participant,participant123,801-910-8798,Murray,UT,84427,North Summit High,STEM,232.51
aria.moore738@community.org,Aria,Moore,5/17/11 0:00,participant,participant123,801-378-1616,Taylorsville,UT,84245,North Summit High,Both,77.66
jackson.flores739@ellarises.org,Jackson,Flores,7/5/10 0:00,participant,participant123,801-628-1074,Murray,UT,84357,Valley Charter,STEM,
avery.king740@ellarises.org,Avery,King,5/20/09 0:00,participant,participant123,801-979-9842,Draper,UT,84884,Valley Charter,Arts,79.58
grace.moore741@ellarises.org,Grace,Moore,2/27/09 0:00,participant,participant123,801-352-8772,Sandy,UT,84116,North Summit High,STEM,
mia.brown742@learners.net,Mia,Brown,7/1/05 0:00,participant,participant123,801-645-5118,Murray,UT,84215,Local Library,Arts,89.38
mia.miller743@ellarises.org,Mia,Miller,7/20/09 0:00,participant,participant123,801-229-8947,Orem,UT,84162,East Ridge Middle,STEM,
lillian.lewis744@learners.net,Lillian,Lewis,2/28/03 0:00,participant,participant123,801-965-6336,Taylorsville,UT,84204,Retail Store,STEM,72.18
claire.anderson745@ellarises.org,Claire,Anderson,6/4/06 0:00,participant,participant123,801-622-4276,West Jordan,UT,84756,Startup Lab,STEM,
evelyn.walker746@community.org,Evelyn,Walker,11/6/02 0:00,participant,participant123,801-646-3374,Provo,UT,84912,Startup Lab,Both,
benjamin.lopez747@community.org,Benjamin,Lopez,3/5/12 0:00,participant,participant123,801-668-4181,Draper,UT,84140,UVU,Arts,
nora.perez748@studentmail.org,Nora,Perez,4/17/04 0:00,participant,participant123,801-782-1977,Provo,UT,84709,North Summit High,STEM,
theodore.robinson749@community.org,Theodore,Robinson,8/14/04 0:00,participant,participant123,801-551-4602,Orem,UT,84779,Local Library,STEM,125.34
chloe.torres750@studentmail.org,Chloe,Torres,11/9/02 0:00,participant,participant123,801-734-9015,Ogden,UT,84422,Local Library,Arts,
theodore.moore751@ellarises.org,Theodore,Moore,5/5/05 0:00,participant,participant123,801-452-5060,Taylorsville,UT,84754,SLCC,Both,255.31
victoria.nguyen752@studentmail.org,Victoria,Nguyen,7/22/08 0:00,participant,participant123,801-245-1656,Salt Lake City,UT,84428,Art Studio,Both,
isabella.ramirez753@community.org,Isabella,Ramirez,2/24/08 0:00,participant,participant123,801-913-2605,Spanish Fork,UT,84830,Mountain View High,STEM,
abigail.scott754@ellarises.org,Abigail,Scott,1/15/06 0:00,participant,participant123,801-423-3174,Taylorsville,UT,84973,BYU,STEM,
emily.johnson755@community.org,Emily,Johnson,10/17/10 0:00,participant,participant123,801-920-8524,Murray,UT,84166,Art Studio,Both,
sophia.robinson756@community.org,Sophia,Robinson,2/24/02 0:00,participant,participant123,801-920-7641,St. George,UT,84896,Retail Store,Arts,77.59
theodore.smith757@ellarises.org,Theodore,Smith,11/28/09 0:00,participant,participant123,801-907-6454,Bountiful,UT,84915,Westview High,Arts,
elijah.moore758@studentmail.org,Elijah,Moore,7/18/09 0:00,participant,participant123,801-543-1898,Ogden,UT,84636,Startup Lab,Both,
natalie.brown759@ellarises.org,Natalie,Brown,3/14/06 0:00,participant,participant123,801-676-1669,Bountiful,UT,84375,UVU,STEM,1061.95
harper.scott760@studentmail.org,Harper,Scott,7/19/00 0:00,participant,participant123,801-444-9841,St. George,UT,84343,Tech Apprenticeship,Arts,
grace.anderson761@learners.net,Grace,Anderson,4/4/13 0:00,participant,participant123,801-473-9250,Draper,UT,84920,SLCC,Arts,249.69
charlotte.jones762@learners.net,Charlotte,Jones,10/24/09 0:00,participant,participant123,801-697-9215,Draper,UT,84464,Community Center,STEM,267.08
jack.wright763@learners.net,Jack,Wright,3/23/02 0:00,participant,participant123,801-576-2075,Riverton,UT,84636,Startup Lab,Arts,184.03
emily.garcia764@community.org,Emily,Garcia,9/11/01 0:00,participant,participant123,801-278-2791,Orem,UT,84296,BYU,STEM,
aria.young765@studentmail.org,Aria,Young,7/29/04 0:00,participant,participant123,801-842-1371,Sandy,UT,84534,SLCC,Both,152.12
ethan.rodriguez766@community.org,Ethan,Rodriguez,7/16/04 0:00,participant,participant123,801-654-1351,Draper,UT,84431,Valley Charter,STEM,
emma.anderson767@learners.net,Emma,Anderson,11/26/08 0:00,participant,participant123,801-551-6346,Taylorsville,UT,84593,Local Library,Both,
mason.scott768@community.org,Mason,Scott,11/15/04 0:00,participant,participant123,801-780-3161,Riverton,UT,84312,North Summit High,Arts,21.11
madison.walker769@learners.net,Madison,Walker,12/2/05 0:00,participant,participant123,801-248-3430,Murray,UT,84789,BYU,Arts,1010.45
chloe.flores770@studentmail.org,Chloe,Flores,8/13/01 0:00,participant,participant123,801-379-3514,Murray,UT,84187,Valley Charter,STEM,
mia.lee771@studentmail.org,Mia,Lee,8/8/02 0:00,participant,participant123,801-578-4022,Riverton,UT,84267,Cafe Rio,Both,
isabella.lee772@learners.net,Isabella,Lee,8/24/01 0:00,participant,participant123,801-659-9845,St. George,UT,84382,Cafe Rio,Arts,
avery.johnson773@community.org,Avery,Johnson,3/8/05 0:00,participant,participant123,801-348-8504,Spanish Fork,UT,84787,North Summit High,STEM,149.87
ethan.allen774@learners.net,Ethan,Allen,9/5/10 0:00,participant,participant123,801-496-3409,Murray,UT,84486,Art Studio,Arts,25.24
violet.davis775@community.org,Violet,Davis,11/28/04 0:00,participant,participant123,801-894-2914,Provo,UT,84143,Westview High,Arts,98.39
victoria.lewis776@learners.net,Victoria,Lewis,2/1/11 0:00,participant,participant123,801-256-4197,Ogden,UT,84335,Cafe Rio,STEM,26.34
penelope.gonzalez777@ellarises.org,Penelope,Gonzalez,6/24/09 0:00,participant,participant123,801-656-2431,Ogden,UT,84552,SLCC,STEM,251.35
alexander.lee778@ellarises.org,Alexander,Lee,4/17/06 0:00,participant,participant123,801-351-8006,Draper,UT,84408,SLCC,Arts,59.75
olivia.jackson779@learners.net,Olivia,Jackson,11/2/02 0:00,participant,participant123,801-656-2435,Draper,UT,84316,Art Studio,Arts,27.11
oliver.lewis780@learners.net,Oliver,Lewis,5/5/14 0:00,participant,participant123,801-945-7944,Orem,UT,84826,Startup Lab,Arts,368.66
camila.nguyen781@ellarises.org,Camila,Nguyen,10/13/09 0:00,participant,participant123,801-510-8776,St. George,UT,84213,UVU,STEM,141.52
leah.garcia782@ellarises.org,Leah,Garcia,12/3/01 0:00,participant,participant123,801-479-7791,Taylorsville,UT,84655,Cafe Rio,Arts,
camila.gonzalez783@studentmail.org,Camila,Gonzalez,12/12/98 0:00,participant,participant123,801-767-9037,Bountiful,UT,84297,Community Center,Arts,917.66
brooklyn.young784@community.org,Brooklyn,Young,11/22/03 0:00,participant,participant123,801-202-3523,West Jordan,UT,84028,BYU,Both,
jack.davis785@learners.net,Jack,Davis,8/22/98 0:00,participant,participant123,801-703-5009,Taylorsville,UT,84184,East Ridge Middle,Arts,173.77
jackson.jones786@learners.net,Jackson,Jones,2/1/12 0:00,participant,participant123,801-646-5225,Spanish Fork,UT,84580,Tech Apprenticeship,Arts,
avery.white787@ellarises.org,Avery,White,4/12/01 0:00,participant,participant123,801-795-1958,Layton,UT,84167,UVU,Arts,724.08
camila.thompson788@studentmail.org,Camila,Thompson,4/9/12 0:00,participant,participant123,801-569-7873,Provo,UT,84280,Startup Lab,Arts,
charlotte.jackson789@learners.net,Charlotte,Jackson,5/7/02 0:00,participant,participant123,801-278-9419,Pleasant Grove,UT,84655,Retail Store,Both,25.47
riley.miller790@studentmail.org,Riley,Miller,2/2/04 0:00,participant,participant123,801-523-5932,Lehi,UT,84894,Tech Apprenticeship,Both,
noah.perez792@studentmail.org,Noah,Perez,12/17/02 0:00,participant,participant123,801-358-9247,Logan,UT,84224,Community Center,STEM,355.62
mason.wright793@ellarises.org,Mason,Wright,12/11/00 0:00,participant,participant123,801-278-2909,Taylorsville,UT,84472,Startup Lab,STEM,1185.94
levi.thompson794@learners.net,Levi,Thompson,9/3/05 0:00,participant,participant123,801-652-9570,Draper,UT,84143,North Summit High,Both,
brooklyn.johnson795@ellarises.org,Brooklyn,Johnson,6/7/13 0:00,participant,participant123,801-910-3332,West Jordan,UT,84132,Valley Charter,Arts,
sofia.wilson796@studentmail.org,Sofia,Wilson,9/29/99 0:00,participant,participant123,801-907-2830,Ogden,UT,84436,Westview High,Arts,
william.williams797@studentmail.org,William,Williams,4/22/11 0:00,participant,participant123,801-875-9412,Logan,UT,84034,Westview High,Arts,
avery.taylor798@ellarises.org,Avery,Taylor,12/4/14 0:00,participant,participant123,801-883-1168,Ogden,UT,84309,East Ridge Middle,STEM,
grace.nguyen799@studentmail.org,Grace,Nguyen,1/14/00 0:00,participant,participant123,801-559-1479,Orem,UT,84687,North Summit High,Both,
penelope.nguyen800@learners.net,Penelope,Nguyen,4/29/09 0:00,participant,participant123,801-712-4962,Draper,UT,84165,Local Library,STEM,
elizabeth.nguyen801@ellarises.org,Elizabeth,Nguyen,4/27/04 0:00,participant,participant123,801-932-4138,Pleasant Grove,UT,84223,North Summit High,Both,
ava.miller802@studentmail.org,Ava,Miller,3/22/06 0:00,participant,participant123,801-924-8777,Pleasant Grove,UT,84872,Art Studio,Both,139.29
riley.lewis803@ellarises.org,Riley,Lewis,7/7/07 0:00,participant,participant123,801-563-7219,Orem,UT,84855,Valley Charter,Both,
madison.clark804@ellarises.org,Madison,Clark,8/28/09 0:00,participant,participant123,801-677-2807,Lehi,UT,84127,North Summit High,Arts,
natalie.jackson805@ellarises.org,Natalie,Jackson,8/19/06 0:00,participant,participant123,801-705-2895,Ogden,UT,84336,BYU,Arts,22.77
bella.lewis806@studentmail.org,Bella,Lewis,7/25/99 0:00,participant,participant123,801-638-4093,Taylorsville,UT,84298,Startup Lab,Arts,90.42
zoe.lopez807@ellarises.org,Zoe,Lopez,10/29/07 0:00,participant,participant123,801-307-7494,Spanish Fork,UT,84689,Cafe Rio,Both,207.39
abigail.davis808@studentmail.org,Abigail,Davis,8/18/14 0:00,participant,participant123,801-911-2666,Bountiful,UT,84411,Startup Lab,STEM,
